torneo,jugadorA,jugadorB,setsA,setsB,fecha,retirado,acesA,acesB,dobleFaltasA,dobleFaltasB,porcentajePrimerSaqueA,porcentajePrimerSaqueB,porcentajePuntosGanadosConPrimerSaqueA,porcentajePuntosGanadosConPrimerSaqueB,puntosGanadosConPrimerSaqueA,puntosGanadosConPrimerSaqueB,porcentajePuntosGanadosConSegundoSaqueA,porcentajePuntosGanadosConSegundoSaqueB,puntosGanadosConSegundoSaqueA,puntosGanadosConSegundoSaqueB,porcentajeBreakPointsSalvadosA,porcentajeBreakPointsSalvadosB,breakPointsSalvadosA,breakPointsSalvadosB,porcentajeBreakPointsA,porcentajeBreakPointsB,breakPointsA,breakPointsB,velocidadMediaPrimerSaqueA,velocidadMediaPrimerSaqueB,velocidadMediaSegundoSaqueA,velocidadMediaSegundoSaqueB,porcentajePuntosGanadosAlRestoConPrimerSaqueA,porcentajePuntosGanadosAlRestoConPrimerSaqueB,puntosGanadosAlRestoConPrimerSaqueA,puntosGanadosAlRestoConPrimerSaqueB,porcentajePuntosGanadosAlRestoConSegundoSaqueA,porcentajePuntosGanadosAlRestoConSegundoSaqueB,puntosGanadosAlRestoConSegundoSaqueA,puntosGanadosAlRestoConSegundoSaqueB,winnersA,winnersB,erroresNoForzadosA,erroresNoForzadosB,porcentajePuntosGanadosRedA,porcentajePuntosGanadosRedB,puntosGanadosRedA,puntosGanadosRedB,porcentajePuntosGanadosSaqueA,porcentajePuntosGanadosSaqueB,puntosGanadosSaqueA,puntosGanadosSaqueB,porcentajePuntosGanadosRestoA,porcentajePuntosGanadosRestoB,puntosGanadosRestoA,puntosGanadosRestoB,porcentajePuntosGanadosA,porcentajePuntosGanadosB,puntosGanadosA,puntosGanadosB,puntosGanadosUltimas10BolasA,puntosGanadosUltimas10BolasB,puntosDePartidoSalvadosA,puntosDePartidoSalvadosB,porcentajeJuegosGanadosSaqueA,porcentajeJuegosGanadosSaqueB,juegosGanadosSaqueA,juegosGanadosSaqueB,porcentajeJuegosGanadosRestoA,porcentajeJuegosGanadosRestoB,juegosGanadosRestoA,juegosGanadosRestoB,porcentajeJuegosGanadosA,porcentajeJuegosGanadosB,juegosGanadosA,juegosGanadosB,cuotaA,cuotaB,cuotaA_2,cuotaB_2,dobleA,dobleB,porcentajeJuegosGanadosPrimerSaqueA,juegosGanadosPrimerSaqueA,porcentajeJuegosGanadosPrimerSaqueB,juegosGanadosPrimerSaqueB,porcentajeJuegosGanadosSegundoSaqueA,JuegosGanadosSegundoSaqueA,porcentajeJuegosGanadosSegundoSaqueB,JuegosGanadosSegundoSaqueB,BreakPointsSalvadosA,BreakPointsSalvadosB,PuntosGanadosAlRestoConPrimerSaqueA,PuntosGanadosAlRestoConPrimerSaqueB,porcentajePuntosGanadosAlRestoA,PuntosGanadosAlRestoA,porcentajePuntosGanadosAlRestoB,PuntosGanadosAlRestoB,PuntosGanadosAlRestoConSegundoSaqueA,PuntosGanadosAlRestoConSegundoSaqueB,porcentajePuntosBreakConvertidosA,PuntosBreakConvertidosA,porcentajePuntosBreakConvertidosB,PuntosBreakConvertidosB,PuntosGanadosRedA,PuntosGanadosRedB,porcentajePuntosGanadosAlSaqueA,PuntosGanadosAlSaqueA,porcentajePuntosGanadosAlSaqueB,PuntosGanadosAlSaqueB,PuntosGanadosA,PuntosGanadosB,PuntosGanadosUltimas10BolasA,PuntosGanadosUltimas10BolasB,BolasDePartidoSalvadasA,BolasDePartidoSalvadasB,porcentajeJuegosGanadosAlSaqueA,JuegosGanadosAlSaqueA,porcentajeJuegosGanadosAlSaqueB,JuegosGanadosAlSaqueB,porcentajeJuegosGanadosAlRestoA,JuegosGanadosAlRestoA,porcentajeJuegosGanadosAlRestoB,JuegosGanadosAlRestoB,JuegosGanadosA,JuegosGanadosB
Australian Open,Berrettini M.,Rune H.,1,3,16.01. 07:15,no,16,8,,,72%,64%,,,,,,,,,70%,60%,,,,,,,,,,,27%,35%,,,39%,44%,,,44,48,51,34,57%,72%,,,,,,,,,,,48%,52%,,,,,,,,,,,,,,,51%,49%,,,1.67,2.20,1.67,2.20,2,6,65%,(70/108),73%,(59/81),56%,(23/41),61%,(28/46),(7/10),(6/10),(22/81),(38/108),31%,(40/127),38%,(56/149),(18/46),(18/41),40%,(4/10),30%,(3/10),(16/28),(23/32),62%,(93/149),69%,(87/127),(133/276),(143/276),3,7,1,0,85%,(17/20),81%,(17/21),19%,(4/21),15%,(3/20),(21/41),(20/41)
Australian Open,Fonseca J.,Sonego L.,2,3,16.01. 07:05,no,11,12,,,60%,67%,,,,,,,,,58%,83%,,,,,,,,,,,26%,34%,,,43%,50%,,,40,46,40,41,51%,74%,,,,,,,,,,,46%,54%,,,,,,,,,,,,,,,41%,59%,,,1.17,5.00,1.17,5.00,6,3,70%,(62/88),77%,(73/95),50%,(29/58),57%,(27/47),(7/12),(5/6),(25/95),(30/88),29%,(41/140),38%,(56/148),(20/47),(29/58),17%,(1/6),42%,(5/12),(23/45),(31/42),62%,(92/148),71%,(99/140),(133/288),(155/288),2,8,1,0,78%,(18/23),96%,(22/23),4%,(1/23),22%,(5/23),(19/46),(27/46)
Australian Open,Marozsan F.,Tiafoe F.,3,2,16.01. 06:25,no,14,19,,,59%,57%,,,,,,,,,85%,65%,,,,,,,,,,,21%,27%,,,57%,45%,,,63,48,64,44,62%,67%,,,,,,,,,,,52%,48%,,,,,,,,,,,,,,,56%,44%,,,2.75,1.44,2.75,1.44,6,10,73%,(74/101),79%,(67/85),55%,(39/71),43%,(28/65),(17/20),(11/17),(18/85),(27/101),37%,(55/150),34%,(59/172),(37/65),(32/71),35%,(6/17),15%,(3/20),(31/50),(24/36),66%,(113/172),63%,(95/150),(168/322),(154/322),6,4,0,0,88%,(21/24),75%,(18/24),25%,(6/24),13%,(3/24),(27/48),(21/48)
Australian Open,Michelsen A.,McCabe J.,3,0,16.01. 06:05,no,8,10,,,79%,59%,,,,,,,,,0%,86%,,,,,,,,,,,28%,20%,,,58%,30%,,,30,22,30,45,67%,48%,,,,,,,,,,,57%,43%,,,,,,,,,,,,,,,58%,42%,,,1.11,6.50,1.11,6.50,2,4,80%,(61/76),74%,(48/65),70%,(14/20),42%,(19/45),(0/0),(12/14),(18/65),(15/76),39%,(43/110),22%,(21/96),(26/45),(6/20),14%,(2/14),0%,(0/0),(14/21),(11/23),78%,(75/96),61%,(67/110),(118/206),(88/206),6,4,0,0,100%,(17/17),88%,(14/16),13%,(2/16),0%,(0/17),(19/33),(14/33)
Australian Open,Giron M.,Etcheverry T. M.,3,2,16.01. 04:55,no,8,14,,,60%,61%,,,,,,,,,58%,43%,,,,,,,,,,,36%,35%,,,49%,48%,,,48,50,47,49,68%,65%,,,,,,,,,,,51%,49%,,,,,,,,,,,,,,,50%,50%,,,1.91,1.91,1.91,1.91,1,1,65%,(64/98),64%,(60/94),52%,(34/65),51%,(30/59),(11/19),(6/14),(34/94),(34/98),41%,(63/153),40%,(65/163),(29/59),(31/65),57%,(8/14),42%,(8/19),(21/31),(15/23),60%,(98/163),59%,(90/153),(161/316),(155/316),9,1,0,0,69%,(18/26),69%,(18/26),31%,(8/26),31%,(8/26),(26/52),(26/52)
Australian Open,Fritz T.,Garin C.,3,0,16.01. 04:15,no,8,2,,,67%,65%,,,,,,,,,0%,22%,,,,,,,,,,,50%,20%,,,68%,40%,,,24,9,20,32,82%,55%,,,,,,,,,,,65%,35%,,,,,,,,,,,,,,,86%,14%,,,1.04,13.00,1.04,13.00,1,3,80%,(32/40),50%,(20/40),60%,(12/20),32%,(7/22),(0/0),(2/9),(20/40),(8/40),56%,(35/62),27%,(16/60),(15/22),(8/20),78%,(7/9),0%,(0/0),(9/11),(6/11),73%,(44/60),44%,(27/62),(79/122),(43/122),8,2,0,1,100%,(11/11),30%,(3/10),70%,(7/10),0%,(0/11),(18/21),(3/21)
Australian Open,Moutet C.,Krueger M.,3,1,16.01. 04:05,no,7,4,,,67%,61%,,,,,,,,,56%,55%,,,,,,,,,,,33%,31%,,,46%,53%,,,40,62,40,60,77%,74%,,,,,,,,,,,50%,50%,,,,,,,,,,,,,,,52%,48%,,,1.50,2.63,1.50,2.63,5,5,69%,(68/99),69%,(57/83),47%,(23/49),54%,(29/54),(5/9),(6/11),(27/83),(31/99),38%,(52/137),39%,(57/147),(25/54),(26/49),45%,(5/11),44%,(4/9),(20/26),(59/80),61%,(90/147),62%,(85/137),(142/284),(142/284),7,3,0,0,81%,(17/21),76%,(16/21),24%,(5/21),19%,(4/21),(22/42),(20/42)
Australian Open,Boyer T.,De Minaur A.,0,3,16.01. 03:40,no,3,6,,,66%,53%,,,,,,,,,57%,50%,,,,,,,,,,,12%,37%,,,30%,67%,,,15,24,34,15,63%,71%,,,,,,,,,,,40%,60%,,,,,,,,,,,,,,,33%,67%,,,15.00,1.03,15.00,1.03,2,3,63%,(40/63),88%,(30/34),33%,(11/33),70%,(21/30),(8/14),(1/2),(4/34),(23/63),20%,(13/64),47%,(45/96),(9/30),(22/33),50%,(1/2),43%,(6/14),(22/35),(12/17),53%,(51/96),80%,(51/64),(64/160),(96/160),2,8,0,0,57%,(8/14),92%,(12/13),8%,(1/13),43%,(6/14),(9/27),(18/27)
Australian Open,Shelton B.,Carreno-Busta P.,3,1,16.01. 03:25,no,17,3,,,61%,68%,,,,,,,,,100%,20%,,,,,,,,,,,20%,15%,,,46%,30%,,,43,22,38,31,66%,85%,,,,,,,,,,,54%,46%,,,,,,,,,,,,,,,60%,40%,,,1.30,3.50,1.30,3.50,4,1,85%,(58/68),80%,(59/74),70%,(30/43),54%,(19/35),(6/6),(1/5),(15/74),(10/68),28%,(31/109),21%,(23/111),(16/35),(13/43),80%,(4/5),0%,(0/6),(19/29),(22/26),79%,(88/111),72%,(78/109),(119/220),(101/220),4,6,0,2,100%,(20/20),80%,(16/20),20%,(4/20),0%,(0/20),(24/40),(16/40)
Australian Open,Cerundolo F.,Diaz Acosta F.,1,0,16.01. 02:55,no,2,0,,,65%,67%,,,,,,,,,50%,33%,,,,,,,,,,,61%,29%,,,67%,44%,,,15,4,8,15,100%,50%,,,,,,,,,,,64%,36%,,,,,,,,,,,,,,,78%,22%,,,1.40,3.00,1.40,3.00,0,2,71%,(12/17),39%,(7/18),56%,(5/9),33%,(3/9),(1/2),(2/6),(11/18),(5/17),63%,(17/27),35%,(9/26),(6/9),(4/9),67%,(4/6),50%,(1/2),(5/5),(4/8),65%,(17/26),37%,(10/27),(34/53),(19/53),8,2,0,0,75%,(3/4),20%,(1/5),80%,(4/5),25%,(1/4),(7/9),(2/9)
Australian Open,Shapovalov D.,Musetti L.,0,3,16.01. 02:55,no,5,3,,,58%,68%,,,,,,,,,73%,80%,,,,,,,,,,,24%,29%,,,46%,57%,,,37,26,62,26,67%,83%,,,,,,,,,,,45%,55%,,,,,,,,,,,,,,,44%,56%,,,1.73,2.10,1.73,2.10,15,4,71%,(46/65),76%,(58/76),43%,(20/47),54%,(19/35),(8/11),(4/5),(18/76),(19/65),31%,(34/111),41%,(46/112),(16/35),(27/47),20%,(1/5),27%,(3/11),(43/64),(15/18),59%,(66/112),69%,(77/111),(100/223),(123/223),5,5,2,0,81%,(13/16),94%,(15/16),6%,(1/16),19%,(3/16),(14/32),(18/32)
Australian Open,Altmaier D.,Monfils G.,0,3,16.01. 02:45,no,4,12,,,56%,58%,,,,,,,,,50%,40%,,,,,,,,,,,18%,35%,,,50%,50%,,,24,37,40,26,62%,56%,,,,,,,,,,,45%,55%,,,,,,,,,,,,,,,42%,58%,,,4.50,1.20,4.50,1.20,2,8,65%,(36/55),82%,(47/57),50%,(22/44),50%,(21/42),(5/10),(2/5),(10/57),(19/55),31%,(31/99),41%,(41/99),(21/42),(22/44),60%,(3/5),50%,(5/10),(26/42),(10/18),59%,(58/99),69%,(68/99),(89/198),(109/198),3,7,1,0,69%,(11/16),82%,(14/17),18%,(3/17),31%,(5/16),(14/33),(19/33)
Australian Open,Diallo G.,Khachanov K.,1,3,16.01. 02:25,no,15,10,,,64%,58%,,,,,,,,,70%,80%,,,,,,,,,,,23%,29%,,,37%,54%,,,62,43,45,26,60%,65%,,,,,,,,,,,47%,53%,,,,,,,,,,,,,,,45%,55%,,,3.40,1.33,3.40,1.33,4,1,76%,(66/87),79%,(56/71),46%,(22/48),63%,(32/51),(7/10),(4/5),(16/71),(25/87),28%,(34/122),35%,(47/135),(19/51),(26/48),20%,(1/5),30%,(3/10),(36/60),(11/17),65%,(88/135),72%,(88/122),(122/257),(135/257),3,7,0,0,85%,(17/20),95%,(19/20),5%,(1/20),15%,(3/20),(18/40),(22/40)
Australian Open,Hurkacz H.,Kecmanovic M.,0,3,16.01. 01:10,no,14,6,,,65%,58%,,,,,,,,,64%,100%,,,,,,,,,,,22%,23%,,,31%,62%,,,37,32,38,12,56%,83%,,,,,,,,,,,45%,55%,,,,,,,,,,,,,,,36%,64%,,,1.29,3.75,1.29,3.75,6,0,77%,(41/53),78%,(38/49),38%,(11/29),69%,(24/35),(7/11),(2/2),(11/49),(12/53),26%,(22/84),37%,(30/82),(11/35),(18/29),0%,(0/2),36%,(4/11),(10/18),(15/18),63%,(52/82),74%,(62/84),(74/166),(92/166),3,7,0,0,71%,(10/14),100%,(14/14),0%,(0/14),29%,(4/14),(10/28),(18/28)
Australian Open,Nishikori K.,Paul T.,1,3,15.01. 11:15,no,0,8,,,67%,71%,,,,,,,,,39%,20%,,,,,,,,,,,26%,52%,,,63%,58%,,,32,57,44,28,52%,63%,,,,,,,,,,,42%,58%,,,,,,,,,,,,,,,29%,71%,,,3.00,1.40,3.00,1.40,5,2,48%,(41/86),74%,(55/74),42%,(18/43),37%,(11/30),(7/18),(1/5),(19/74),(45/86),37%,(38/104),54%,(70/129),(19/30),(25/43),80%,(4/5),61%,(11/18),(22/42),(12/19),46%,(59/129),63%,(66/104),(97/233),(136/233),3,7,0,0,35%,(6/17),76%,(13/17),24%,(4/17),65%,(11/17),(10/34),(24/34)
Australian Open,Martinez P.,Zverev A.,0,3,15.01. 11:10,no,0,8,,,68%,74%,,,,,,,,,54%,100%,,,,,,,,,,,24%,47%,,,37%,65%,,,13,34,18,22,59%,77%,,,,,,,,,,,37%,63%,,,,,,,,,,,,,,,25%,75%,,,21.00,1.02,21.00,1.02,4,2,53%,(26/49),76%,(41/54),35%,(8/23),63%,(12/19),(7/13),(6/6),(13/54),(23/49),27%,(20/73),53%,(38/72),(7/19),(15/23),0%,(0/6),46%,(6/13),(16/27),(23/30),47%,(34/72),73%,(53/73),(54/145),(91/145),2,8,0,0,50%,(6/12),100%,(12/12),0%,(0/12),50%,(6/12),(6/24),(18/24)
Australian Open,Humbert U.,Habib H.,3,0,15.01. 10:20,no,17,11,,,67%,65%,,,,,,,,,0%,70%,,,,,,,,,,,28%,14%,,,55%,28%,,,37,22,20,29,71%,53%,,,,,,,,,,,57%,43%,,,,,,,,,,,,,,,62%,38%,,,1.08,8.00,1.08,8.00,1,4,86%,(43/50),72%,(42/58),72%,(18/25),45%,(14/31),(0/0),(7/10),(16/58),(7/50),37%,(33/89),19%,(14/75),(17/31),(7/25),30%,(3/10),0%,(0/0),(10/14),(8/15),81%,(61/75),63%,(56/89),(94/164),(70/164),5,5,0,1,100%,(15/15),79%,(11/14),21%,(3/14),0%,(0/15),(18/29),(11/29)
Australian Open,Davidovich Fokina A.,Auger-Aliassime F.,3,2,15.01. 10:10,no,7,11,,,64%,71%,,,,,,,,,60%,50%,,,,,,,,,,,36%,30%,,,50%,44%,,,47,50,49,58,72%,64%,,,,,,,,,,,53%,47%,,,,,,,,,,,,,,,60%,40%,,,3.75,1.29,3.75,1.29,3,6,70%,(78/112),64%,(69/108),56%,(36/64),50%,(22/44),(6/10),(9/18),(39/108),(34/112),40%,(61/153),35%,(61/175),(22/44),(28/64),50%,(9/18),40%,(4/10),(33/46),(38/59),65%,(114/175),60%,(92/153),(175/328),(153/328),8,2,0,0,84%,(21/25),64%,(16/25),36%,(9/25),16%,(4/25),(30/50),(20/50)
Australian Open,Draper J.,Kokkinakis T.,3,2,15.01. 09:20,no,12,11,,,62%,70%,,,,,,,,,57%,55%,,,,,,,,,,,25%,29%,,,61%,33%,,,65,69,30,68,75%,69%,,,,,,,,,,,52%,48%,,,,,,,,,,,,,,,55%,45%,,,1.44,2.75,1.44,2.75,4,4,71%,(69/97),75%,(86/115),67%,(40/60),39%,(19/49),(4/7),(6/11),(29/115),(28/97),36%,(59/164),31%,(48/157),(30/49),(20/60),45%,(5/11),43%,(3/7),(27/36),(29/42),69%,(109/157),64%,(105/164),(168/321),(153/321),8,2,0,0,88%,(23/26),80%,(20/25),20%,(5/25),12%,(3/26),(28/51),(23/51)
Australian Open,Ruud C.,Mensik J.,1,3,15.01. 09:10,no,7,22,,,62%,60%,,,,,,,,,69%,88%,,,,,,,,,,,29%,37%,,,35%,52%,,,30,62,36,35,75%,68%,,,,,,,,,,,45%,55%,,,,,,,,,,,,,,,38%,62%,,,1.73,2.10,1.73,2.10,6,1,63%,(47/75),71%,(46/65),48%,(22/46),65%,(28/43),(11/16),(7/8),(19/65),(28/75),31%,(34/108),43%,(52/121),(15/43),(24/46),13%,(1/8),31%,(5/16),(15/20),(25/37),57%,(69/121),69%,(74/108),(103/229),(126/229),5,5,0,0,71%,(12/17),94%,(16/17),6%,(1/17),29%,(5/17),(13/34),(21/34)
Australian Open,Cazaux A.,Fearnley J.,1,3,15.01. 07:40,no,5,9,,,58%,62%,,,,,,,,,46%,50%,,,,,,,,,,,26%,34%,,,50%,52%,,,24,30,38,40,70%,66%,,,,,,,,,,,47%,53%,,,,,,,,,,,,,,,42%,58%,,,2.20,1.62,2.20,1.62,2,9,66%,(41/62),74%,(51/69),48%,(21/44),50%,(21/42),(6/13),(4/8),(18/69),(21/62),35%,(39/111),42%,(44/106),(21/42),(23/44),50%,(4/8),54%,(7/13),(21/30),(19/29),58%,(62/106),65%,(72/111),(101/217),(116/217),5,5,1,0,63%,(12/19),79%,(15/19),21%,(4/19),37%,(7/19),(16/38),(22/38)
Australian Open,Vukic A.,Korda S.,3,2,15.01. 05:30,no,17,21,,,63%,62%,,,,,,,,,71%,33%,,,,,,,,,,,25%,30%,,,42%,41%,,,48,59,42,46,61%,66%,,,,,,,,,,,50%,50%,,,,,,,,,,,,,,,50%,50%,,,4.33,1.22,4.33,1.22,5,4,70%,(66/94),75%,(61/81),59%,(33/56),58%,(29/50),(10/14),(2/6),(20/81),(28/94),31%,(41/131),34%,(51/150),(21/50),(23/56),67%,(4/6),29%,(4/14),(17/28),(19/29),66%,(99/150),69%,(90/131),(140/281),(141/281),8,2,0,1,83%,(20/24),83%,(20/24),17%,(4/24),17%,(4/24),(24/48),(24/48)
Australian Open,Halys Q.,Fils A.,1,3,15.01. 05:00,no,24,12,,,65%,66%,,,,,,,,,57%,83%,,,,,,,,,,,19%,27%,,,41%,48%,,,49,52,38,24,59%,74%,,,,,,,,,,,47%,53%,,,,,,,,,,,,,,,45%,55%,,,4.33,1.22,4.33,1.22,4,5,73%,(59/81),81%,(64/79),52%,(23/44),59%,(24/41),(4/7),(5/6),(15/79),(22/81),27%,(32/120),34%,(43/125),(17/41),(21/44),17%,(1/6),43%,(3/7),(19/32),(14/19),66%,(82/125),73%,(88/120),(114/245),(131/245),2,8,2,0,86%,(18/21),95%,(20/21),5%,(1/21),14%,(3/21),(19/42),(23/42)
Australian Open,Djokovic N.,Faria J.,3,1,15.01. 04:15,no,14,14,,,65%,59%,,,,,,,,,71%,42%,,,,,,,,,,,37%,24%,,,61%,44%,,,33,38,33,52,75%,82%,,,,,,,,,,,58%,42%,,,,,,,,,,,,,,,67%,33%,,,1.01,23.00,1.01,23.00,2,6,76%,(56/74),63%,(40/63),56%,(22/39),39%,(17/44),(5/7),(5/12),(23/63),(18/74),47%,(50/107),31%,(35/113),(27/44),(17/39),58%,(7/12),29%,(2/7),(9/12),(14/17),69%,(78/113),53%,(57/107),(128/220),(92/220),6,4,0,0,89%,(17/19),59%,(10/17),41%,(7/17),11%,(2/19),(24/36),(12/36)
Australian Open,Carballes Baena R.,Duckworth J.,3,0,15.01. 04:10,no,10,6,,,66%,60%,,,,,,,,,0%,73%,,,,,,,,,,,39%,18%,,,50%,27%,,,41,32,16,51,71%,60%,,,,,,,,,,,58%,42%,,,,,,,,,,,,,,,63%,37%,,,1.57,2.38,1.57,2.38,1,3,82%,(42/51),61%,(41/67),73%,(19/26),50%,(22/44),(0/0),(11/15),(26/67),(9/51),43%,(48/111),21%,(16/77),(22/44),(7/26),27%,(4/15),0%,(0/0),(10/14),(31/52),79%,(61/77),57%,(63/111),(109/188),(79/188),6,4,0,0,100%,(15/15),73%,(11/15),27%,(4/15),0%,(0/15),(19/30),(11/30)
Australian Open,Thompson J.,Borges N.,0,3,15.01. 04:00,no,6,6,,,63%,77%,,,,,,,,,56%,100%,,,,,,,,,,,26%,37%,,,21%,53%,,,14,31,29,26,66%,60%,,,,,,,,,,,41%,59%,,,,,,,,,,,,,,,33%,67%,,,1.91,1.91,1.91,1.91,2,0,63%,(32/51),74%,(46/62),47%,(14/30),79%,(15/19),(5/9),(2/2),(16/62),(19/51),25%,(20/81),43%,(35/81),(4/19),(16/30),0%,(0/2),44%,(4/9),(19/29),(6/10),57%,(46/81),75%,(61/81),(66/162),(96/162),1,9,0,0,69%,(9/13),100%,(14/14),0%,(0/14),31%,(4/13),(9/27),(18/27)
Australian Open,Bonzi B.,Passaro F.,3,1,15.01. 03:35,no,2,8,,,72%,71%,,,,,,,,,78%,44%,,,,,,,,,,,30%,28%,,,38%,34%,,,20,46,27,45,70%,79%,,,,,,,,,,,51%,49%,,,,,,,,,,,,,,,57%,43%,,,1.25,4.00,1.25,4.00,1,3,72%,(54/75),70%,(50/71),66%,(19/29),62%,(18/29),(7/9),(4/9),(21/71),(21/75),32%,(32/100),30%,(31/104),(11/29),(10/29),56%,(5/9),22%,(2/9),(14/20),(22/28),70%,(73/104),68%,(68/100),(105/204),(99/204),7,3,0,1,89%,(16/18),74%,(14/19),26%,(5/19),11%,(2/18),(21/37),(16/37)
Australian Open,Lehecka J.,Gaston H.,1,0,15.01. 03:15,no,6,1,,,43%,68%,,,,,,,,,75%,63%,,,,,,,,,,,41%,0%,,,72%,56%,,,29,8,16,11,56%,58%,,,,,,,,,,,58%,42%,,,,,,,,,,,,,,,69%,31%,,,1.05,11.00,1.05,11.00,2,1,100%,(19/19),59%,(23/39),44%,(11/25),28%,(5/18),(3/4),(5/8),(16/39),(0/19),51%,(29/57),32%,(14/44),(13/18),(14/25),38%,(3/8),25%,(1/4),(9/16),(7/12),68%,(30/44),49%,(28/57),(59/101),(42/101),6,4,0,0,86%,(6/7),50%,(3/6),50%,(3/6),14%,(1/7),(9/13),(4/13)
Australian Open,Nishioka Y.,Alcaraz C.,0,3,15.01. 03:15,no,1,14,,,54%,60%,,,,,,,,,40%,0%,,,,,,,,,,,11%,42%,,,29%,61%,,,7,36,20,16,75%,82%,,,,,,,,,,,34%,66%,,,,,,,,,,,,,,,22%,78%,,,19.00,1.02,19.00,1.02,3,3,58%,(19/33),89%,(32/36),39%,(11/28),71%,(17/24),(4/10),(0/0),(4/36),(14/33),18%,(11/60),51%,(31/61),(7/24),(17/28),0%,(0/0),60%,(6/10),(6/8),(9/11),49%,(30/61),82%,(49/60),(41/121),(80/121),5,5,1,0,45%,(5/11),100%,(12/12),0%,(0/12),55%,(6/11),(5/23),(18/23)
Australian Open,Opelka R.,Machac T.,2,3,15.01. 01:40,no,40,16,,,66%,63%,,,,,,,,,80%,88%,,,,,,,,,,,16%,11%,,,42%,59%,,,83,35,89,30,48%,44%,,,,,,,,,,,50%,50%,,,,,,,,,,,,,,,51%,49%,,,3.40,1.33,3.40,1.33,16,7,89%,(102/115),84%,(88/105),41%,(24/58),58%,(36/62),(4/5),(7/8),(17/105),(13/115),26%,(43/167),27%,(47/173),(26/62),(34/58),13%,(1/8),20%,(1/5),(14/29),(4/9),73%,(126/173),74%,(124/167),(169/340),(171/340),3,7,0,0,96%,(27/28),96%,(26/27),4%,(1/27),4%,(1/28),(28/55),(27/55)
Australian Open,Rublev A.,Fonseca J.,0,3,14.01. 10:45,no,13,14,,,70%,70%,,,,,,,,,80%,83%,,,,,,,,,,,21%,32%,,,47%,44%,,,33,51,25,32,69%,78%,,,,,,,,,,,46%,54%,,,,,,,,,,,,,,,45%,55%,,,1.62,2.30,1.62,2.30,5,1,68%,(50/73),79%,(66/84),56%,(18/32),53%,(19/36),(8/10),(5/6),(18/84),(23/73),29%,(35/120),36%,(38/107),(17/36),(14/32),17%,(1/6),20%,(2/10),(9/13),(14/18),64%,(69/107),71%,(85/120),(104/227),(123/227),5,5,0,0,88%,(14/16),94%,(16/17),6%,(1/17),13%,(2/16),(15/33),(18/33)
Australian Open,Carreno-Busta P.,Majchrzak K.,3,0,14.01. 10:00,no,6,4,,,72%,70%,,,,,,,,,100%,56%,,,,,,,,,,,31%,26%,,,54%,42%,,,40,26,26,27,58%,64%,,,,,,,,,,,53%,47%,,,,,,,,,,,,,,,62%,38%,,,1.62,2.30,1.62,2.30,1,2,74%,(46/62),69%,(43/62),58%,(14/24),46%,(12/26),(5/5),(5/9),(19/62),(16/62),38%,(33/88),30%,(26/86),(14/26),(10/24),44%,(4/9),0%,(0/5),(11/19),(14/22),70%,(60/86),63%,(55/88),(93/174),(81/174),8,2,0,0,100%,(14/14),73%,(11/15),27%,(4/15),0%,(0/14),(18/29),(11/29)
Australian Open,Van De Zandschulp B.,De Minaur A.,0,3,14.01. 09:25,no,5,13,,,50%,63%,,,,,,,,,50%,80%,,,,,,,,,,,19%,36%,,,50%,53%,,,20,26,52,31,73%,55%,,,,,,,,,,,43%,57%,,,,,,,,,,,,,,,34%,66%,,,10.00,1.06,10.00,1.06,7,4,64%,(29/45),81%,(48/59),47%,(21/45),50%,(17/34),(5/10),(4/5),(11/59),(16/45),30%,(28/93),44%,(40/90),(17/34),(24/45),20%,(1/5),50%,(5/10),(19/26),(11/20),56%,(50/90),70%,(65/93),(78/183),(105/183),1,9,0,0,64%,(9/14),93%,(14/15),7%,(1/15),36%,(5/14),(10/29),(19/29)
Australian Open,Bautista-Agut R.,Shapovalov D.,1,3,14.01. 09:10,no,2,24,,,73%,48%,,,,,,,,,76%,60%,,,,,,,,,,,13%,40%,,,62%,41%,,,26,71,34,72,61%,56%,,,,,,,,,,,49%,51%,,,,,,,,,,,,,,,49%,51%,,,3.20,1.36,3.20,1.36,5,15,60%,(59/99),87%,(55/63),59%,(22/37),38%,(26/68),(13/17),(6/10),(8/63),(40/99),38%,(50/131),40%,(55/136),(42/68),(15/37),40%,(4/10),24%,(4/17),(17/28),(18/32),60%,(81/136),62%,(81/131),(131/267),(136/267),3,7,1,0,80%,(16/20),81%,(17/21),19%,(4/21),20%,(4/20),(20/41),(21/41)
Australian Open,Popyrin A.,Moutet C.,1,3,14.01. 09:10,no,1,6,,,65%,58%,,,,,,,,,74%,75%,,,,,,,,,,,25%,33%,,,42%,61%,,,39,45,53,36,67%,81%,,,,,,,,,,,46%,54%,,,,,,,,,,,,,,,44%,56%,,,1.22,4.33,1.22,4.33,7,2,67%,(62/93),75%,(54/72),39%,(20/51),58%,(30/52),(14/19),(9/12),(18/72),(31/93),33%,(41/126),43%,(62/144),(22/52),(31/51),25%,(3/12),26%,(5/19),(45/67),(25/31),57%,(82/144),67%,(85/126),(123/270),(147/270),4,6,2,0,74%,(14/19),85%,(17/20),15%,(3/20),26%,(5/19),(17/39),(22/39)
